Standard,Material,Heat_Treatment,Ultimate_Strength_MPa,Yield_Strength_MPa,Elongation_pct,Hardness_Bhn,Elastic_Modulus_MPa,Shear_Modulus_MPa,Poisson_Ratio,Density_kg_m3
GOST,Steel 20DChL GOST 977-88,Quenched and tempered,638.0,540.0,12.0,170.0,200000,77000,0.3,7820
GOST,Steel 12DN2FL GOST 977-88,Quenched and tempered,785.0,638.0,12.0,170.0,200000,77000,0.3,7820
GOST,Steel 12DChN1MFL GOST 977-88,Quenched and tempered,981.0,735.0,10.0,170.0,200000,77000,0.3,7820
GOST,Steel 23ChGS2MFL GOST 977-88,Quenched and tempered,1275.0,1079.0,6.0,170.0,200000,77000,0.3,7820
GOST,Steel 12Ch7G3SL GOST 977-88,Quenched and tempered,1324.0,1079.0,9.0,170.0,200000,77000,0.3,7820
GOST,Steel 25Ch2GNMFL1 GOST 977-88,Quenched and tempered,638.0,491.0,12.0,170.0,200000,77000,0.3,7820
GOST,Steel 25Ch2GNMFL2 GOST 977-88,Quenched and tempered,1275.0,1079.0,5.0,170.0,200000,77000,0.3,7820
GOST,Steel 27Ch5GSML GOST 977-88,Quenched and tempered,1472.0,1177.0,5.0,170.0,200000,77000,0.3,7820
GOST,Steel 30Ch3S3GML GOST 977-88,Quenched and tempered,1766.0,1472.0,4.0,170.0,200000,77000,0.3,7820
GOST,Steel 03N12Ch5M3TL GOST 977-88,Quenched and tempered,1324.0,1275.0,8.0,170.0,200000,77000,0.3,7820
GOST,Steel 03N12Ch5M3TJuL GOST 977-88,Quenched and tempered,1472.0,1422.0,8.0,170.0,200000,77000,0.3,7820
GOST,Steel 40ChL GOST 977-88,Quenching and cooling in the oil,638.0,491.0,16.0,170.0,219000,85000,0.29,7840
GOST,Steel 50ChFA GOST 14959-79,heat treated,1270.0,1080.0,8.0,170.0,206000,80000,0.3,7860
GOST,Steel 55S2 GOST 14959-79,heat treated,1270.0,1175.0,6.0,170.0,206000,80000,0.3,7860
GOST,Steel 50ChGA GOST 14959-79,heat treated,1270.0,1175.0,7.0,170.0,206000,80000,0.3,7860
GOST,Steel 50ChGFA GOST 14959-79,heat treated,1420.0,1325.0,6.0,170.0,206000,80000,0.3,7860
GOST,Grey cast iron 10 GOST1412-85,Not specified,100.0,50.0,16.0,190.0,90000,36000,0.25,6800
GOST,Grey cast iron 15 GOST1412-85,Not specified,150.0,75.0,16.0,210.0,90000,36000,0.25,7000
GOST,Grey cast iron 18 GOST1412-85,Not specified,180.0,90.0,16.0,170.0,95000,38000,0.25,7050
GOST,Grey cast iron 20 GOST1412-85,Not specified,200.0,100.0,16.0,230.0,100000,40000,0.25,7100
GOST,Grey cast iron 21 GOST1412-85,Not specified,210.0,105.0,16.0,170.0,100000,40000,0.25,7150
GOST,Grey cast iron 24 GOST1412-85,Not specified,240.0,120.0,16.0,170.0,105000,42000,0.25,7200
GOST,Grey cast iron 25 GOST1412-85,Not specified,250.0,125.0,16.0,245.0,110000,44000,0.25,7200
GOST,Grey cast iron 30 GOST1412-85,Not specified,300.0,150.0,16.0,260.0,120000,48000,0.25,7300
GOST,Grey cast iron 35 GOST1412-85,Not specified,350.0,175.0,16.0,275.0,125000,50000,0.25,7400
GOST,Nodular cast iron 35 GOST7293-85,Not specified,350.0,220.0,22.0,155.0,170000,70000,0.21,7160
GOST,Nodular cast iron 40 GOST7293-85,Not specified,400.0,250.0,15.0,171.0,170000,70000,0.21,7160
GOST,Nodular cast iron 45 GOST7293-85,Not specified,450.0,310.0,10.0,182.0,170000,70000,0.21,7160
GOST,Nodular cast iron 50 GOST7293-85,Not specified,500.0,320.0,7.0,199.0,170000,70000,0.21,7160
GOST,Nodular cast iron 60 GOST7293-85,Not specified,600.0,370.0,3.0,234.0,180000,75000,0.2,7160
GOST,Nodular cast iron 70 GOST7293-85,Not specified,700.0,420.0,2.0,265.0,180000,75000,0.2,7160
GOST,Nodular cast iron 80 GOST7293-85,Not specified,800.0,480.0,2.0,299.0,180000,75000,0.2,7160
GOST,Nodular cast iron 100 GOST7293-85,Not specified,1000.0,700.0,2.0,315.0,185000,77000,0.2,7160
GOST,Malleable cast iron 30-6,Not specified,294.0,170.0,6.0,131.0,160000,64000,0.25,7160
GOST,Malleable cast iron 33-8,Not specified,323.0,190.0,8.0,131.0,160000,64000,0.25,7160
GOST,Malleable cast iron 35-10,Not specified,333.0,190.0,10.0,131.0,160000,64000,0.25,7160
GOST,Malleable cast iron 37-12,Not specified,362.0,210.0,12.0,136.0,160000,64000,0.25,7160
GOST,Malleable cast iron 45-7,Not specified,441.0,260.0,7.0,178.0,160000,64000,0.25,7160
GOST,Malleable cast iron 50-5,Not specified,490.0,290.0,5.0,200.0,160000,64000,0.25,7160
GOST,Malleable cast iron 55-4,Not specified,539.0,325.0,4.0,216.0,160000,64000,0.25,7160
GOST,Malleable cast iron 60-3,Not specified,588.0,350.0,3.0,234.0,160000,64000,0.25,7160
GOST,Malleable cast iron 65-3,Not specified,637.0,380.0,3.0,240.0,160000,64000,0.25,7160
GOST,Malleable cast iron 70-2,Not specified,686.0,410.0,2.0,263.0,160000,64000,0.25,7160
GOST,Malleable cast iron 80-1.5,Not specified,784.0,470.0,1.5,295.0,160000,64000,0.25,7160
GOST,Malleable cast iron 40,Not specified,400.0,180.0,4.0,220.0,160000,64000,0.25,7160
NF,NF 13MF4,Not specified,360.0,240.0,26.0,170.0,206000,80000,0.3,7860
NF,NF 35MF6,Not specified,630.0,370.0,14.0,170.0,206000,80000,0.3,7860
NF,NF XE,Not specified,270.0,180.0,34.0,170.0,206000,80000,0.3,7860
NF,NF ZE,Not specified,270.0,310.0,34.0,170.0,206000,80000,0.3,7860
NF,NF ZES,Not specified,270.0,310.0,38.0,170.0,206000,80000,0.3,7860
NF,NF A34-2,Not specified,330.0,155.0,27.0,170.0,206000,80000,0.3,7860
NF,NF A37CP,Not specified,360.0,235.0,26.0,170.0,206000,80000,0.3,7860
NF,NF A42CP,Not specified,410.0,255.0,23.0,170.0,206000,80000,0.3,7860
NF,NF E24-2,Not specified,340.0,215.0,25.0,170.0,206000,80000,0.3,7860
NF,NF E24-3,Not specified,340.0,215.0,25.0,170.0,206000,80000,0.3,7860
NF,NF E28-2,Not specified,400.0,275.0,22.0,170.0,206000,80000,0.3,7860
NF,NF E28-4,Not specified,400.0,255.0,23.0,170.0,206000,80000,0.3,7860
NF,NF A50-2,Not specified,490.0,295.0,19.0,170.0,206000,80000,0.3,7860
NF,NF E36-3,Not specified,490.0,355.0,20.0,170.0,206000,80000,0.3,7860
NF,NF E36-4,Not specified,490.0,355.0,22.0,170.0,206000,80000,0.3,7860
NF,NF A60-2,Not specified,590.0,335.0,15.0,170.0,206000,80000,0.3,7860
NF,NF A70-2,Not specified,690.0,365.0,10.0,170.0,206000,80000,0.3,7860
NF,NF XC10,Not specified,490.0,350.0,16.0,170.0,206000,80000,0.3,7860
NF,NF XC12,Not specified,690.0,500.0,11.0,170.0,206000,80000,0.3,7860
NF,NF XC18,Not specified,440.0,270.0,21.0,170.0,206000,80000,0.3,7860
NF,NF XC25,Not specified,490.0,305.0,20.0,170.0,206000,80000,0.3,7860
NF,NF XC32,Not specified,570.0,365.0,18.0,170.0,206000,80000,0.3,7860
NF,NF XC38H1,Not specified,630.0,400.0,17.0,170.0,206000,80000,0.3,7860
NF,NF XC42TS,Not specified,670.0,430.0,16.0,170.0,206000,80000,0.3,7860
NF,NF XC42H1,Not specified,670.0,430.0,16.0,170.0,206000,80000,0.3,7860
NF,NF XC48H1,heat treated,710.0,460.0,15.0,170.0,206000,80000,0.3,7860
NF,NF XC42TS,Not specified,670.0,430.0,16.0,170.0,206000,80000,0.3,7860
NF,NF XC55H1,Not specified,750.0,490.0,14.0,170.0,206000,80000,0.3,7860
NF,NF 52M4TS,Not specified,710.0,410.0,14.0,170.0,206000,80000,0.3,7860
NF,NF XC55H1,Not specified,750.0,490.0,14.0,170.0,206000,80000,0.3,7860
NF,NF A48CP,Not specified,470.0,290.0,22.0,170.0,206000,80000,0.3,7860
NF,NF 35M5,Not specified,670.0,500.0,16.0,170.0,206000,80000,0.3,7860
NF,NF 51S7,heat treated,1500.0,1350.0,6.0,170.0,206000,80000,0.3,7860
NF,NF 32C4,Not specified,780.0,590.0,14.0,170.0,206000,80000,0.3,7860
NF,NF 38C4,Not specified,830.0,620.0,13.0,170.0,206000,80000,0.3,7860
NF,NF 42C4,Not specified,880.0,600.0,12.0,170.0,206000,80000,0.3,7860
NF,NF 35CD4TS,Not specified,880.0,715.0,12.0,170.0,206000,80000,0.3,7860
NF,NF 42C4TS,Not specified,880.0,685.0,12.0,170.0,206000,80000,0.3,7860
NF,NF 16MC5,case-hardened,980.0,700.0,9.0,170.0,206000,80000,0.3,7860
NF,NF 20MC5,case-hardened,1200.0,850.0,7.0,170.0,206000,80000,0.3,7860
NF,NF 55C3,heat treated,1370.0,1180.0,6.0,170.0,206000,80000,0.3,7860
NF,NF 15D3,Not specified,440.0,270.0,24.0,170.0,206000,80000,0.3,7860
NF,NF 15CD405,Not specified,450.0,295.0,20.0,170.0,206000,80000,0.3,7860
NF,NF 25CD4,Not specified,780.0,600.0,14.0,170.0,206000,80000,0.3,7860
NF,NF 34CD4,Not specified,880.0,700.0,12.0,170.0,206000,80000,0.3,7860
NF,NF 42CD4,heat treated,980.0,770.0,11.0,170.0,206000,80000,0.3,7860
NF,NF 42CD4TS,face hardened,980.0,815.0,11.0,170.0,206000,80000,0.3,7860
NF,NF 50CV4,heat treated,1320.0,1125.0,7.0,170.0,206000,80000,0.3,7860
NF,NF 40CAD612,nitrided,900.0,720.0,13.0,170.0,206000,80000,0.3,7860
NF,NF 30CD12,heat treated,1030.0,810.0,10.0,170.0,206000,80000,0.3,7860
NF,NF 30CD12,nitrided,980.0,770.0,11.0,170.0,206000,80000,0.3,7860
NF,NF 16NC6,case-hardened,1100.0,800.0,9.0,170.0,206000,80000,0.3,7860
NF,NF 18NCD6,case-hardened,1200.0,850.0,8.0,170.0,206000,80000,0.3,7860
NF,NF 30CND8,heat treated,1030.0,850.0,12.0,170.0,206000,80000,0.3,7860
NF,NF Z6C13,Not specified,420.0,225.0,20.0,170.0,206000,80000,0.3,7860
NF,NF Z12C13,Not specified,630.0,440.0,16.0,170.0,206000,80000,0.3,7860
NF,NF Z20C13,Not specified,730.0,540.0,14.0,170.0,206000,80000,0.3,7860
NF,NF Z30C13,Not specified,830.0,635.0,11.0,170.0,206000,80000,0.3,7860
NF,NF Z8C17,Not specified,440.0,245.0,18.0,170.0,206000,80000,0.3,7860
NF,NF Z8CA7,Not specified,440.0,240.0,24.0,170.0,206000,80000,0.3,7860
NF,NF Z45CS9,Not specified,900.0,700.0,14.0,170.0,206000,80000,0.3,7860
NF,NF Z6CA13,Not specified,420.0,225.0,20.0,170.0,206000,80000,0.3,7860
NF,NF Z10C13,Not specified,590.0,410.0,16.0,170.0,206000,80000,0.3,7860
NF,NF Z85CDMV1802,Not specified,1000.0,800.0,7.0,170.0,206000,80000,0.3,7860
NF,NF Z6CN1809,Not specified,510.0,195.0,45.0,170.0,206000,80000,0.3,7860
NF,NF Z6CNT1810,Not specified,510.0,205.0,40.0,170.0,206000,80000,0.3,7860
NF,NF Z6CNT1812,Not specified,510.0,205.0,40.0,170.0,206000,80000,0.3,7860
NF,NF Z2CN1810,Not specified,450.0,185.0,45.0,170.0,206000,80000,0.3,7860
NF,NF Z15CN2413,Not specified,540.0,240.0,30.0,170.0,206000,80000,0.3,7860
NF,NF Z12NCS3516,Not specified,590.0,240.0,30.0,170.0,206000,80000,0.3,7860
NF,NF Z12CN2520,Not specified,540.0,240.0,30.0,170.0,206000,80000,0.3,7860
NF,NF Z12CNS2520,Not specified,540.0,240.0,30.0,170.0,206000,80000,0.3,7860
NF,NF Z15CN2413,Not specified,540.0,240.0,30.0,170.0,206000,80000,0.3,7860
NF,NF Z12CNS2520,Not specified,540.0,240.0,30.0,170.0,206000,80000,0.3,7860
NF,NF Z6CND1711,Not specified,530.0,205.0,45.0,170.0,206000,80000,0.3,7860
NF,NF Z6CNDT1712,Not specified,490.0,216.0,40.0,170.0,206000,80000,0.3,7860
NF,NF Z2CND1712,Not specified,470.0,186.0,45.0,170.0,206000,80000,0.3,7860
NF,NF Z2CND1713,Not specified,480.0,195.0,45.0,170.0,206000,80000,0.3,7860
NF,NF Z6CND1712,Not specified,530.0,205.0,45.0,170.0,206000,80000,0.3,7860
NF,NF Z52CMN2109,Not specified,950.0,600.0,8.0,170.0,206000,80000,0.3,7860
NF,Grey cast iron,Not specified,150.0,150.0,16.0,170.0,85000,34000,0.25,7160
NF,Grey cast iron,Not specified,200.0,200.0,16.0,170.0,85000,34000,0.25,7160
NF,Grey cast iron,Not specified,250.0,250.0,16.0,170.0,85000,34000,0.25,7160
NF,Grey cast iron,Not specified,300.0,300.0,16.0,170.0,85000,34000,0.25,7160
NF,Grey cast iron,Not specified,350.0,350.0,16.0,170.0,85000,34000,0.25,7160
NF,Nodular cast iron,Not specified,500.0,320.0,5.0,170.0,169000,70000,0.2,7160
NF,Nodular cast iron,Not specified,600.0,370.0,5.0,170.0,169000,70000,0.2,7160
NF,Nodular cast iron,Not specified,700.0,420.0,5.0,170.0,169000,70000,0.2,7160
NF,Nodular cast iron,Not specified,800.0,480.0,5.0,170.0,169000,70000,0.2,7160
NF,Malleable cast iron,Not specified,400.0,180.0,4.0,170.0,160000,64000,0.27,7160
NF,Malleable cast iron,Not specified,500.0,260.0,4.0,170.0,160000,64000,0.27,7160
JIS,JIS SUM22,Not specified,460.0,375.0,8.0,170.0,206000,80000,0.3,7860
JIS,JIS SS330,Not specified,360.0,195.0,26.0,170.0,206000,80000,0.3,7860
JIS,JIS STKM13B,Not specified,440.0,305.0,20.0,170.0,206000,80000,0.3,7860
JIS,JIS STKM12A,Not specified,340.0,175.0,35.0,170.0,206000,80000,0.3,7860
JIS,JIS STKM12C,Not specified,470.0,355.0,20.0,170.0,206000,80000,0.3,7860
JIS,JIS SS400,Not specified,400.0,235.0,16.0,170.0,206000,80000,0.3,7860
JIS,JIS SS490,Not specified,490.0,275.0,19.0,170.0,206000,80000,0.3,7860
JIS,JIS SM52OC,Not specified,520.0,335.0,19.0,170.0,206000,80000,0.3,7860
JIS,JIS SM52OB,Not specified,520.0,335.0,19.0,170.0,206000,80000,0.3,7860
JIS,JIS STKM16A,Not specified,510.0,325.0,20.0,170.0,206000,80000,0.3,7860
JIS,JIS STKM16C,Not specified,620.0,460.0,12.0,170.0,206000,80000,0.3,7860
JIS,JIS SM570,Not specified,570.0,450.0,20.0,170.0,206000,80000,0.3,7860
JIS,JIS S10C,Not specified,420.0,300.0,16.0,170.0,206000,80000,0.3,7860
JIS,JIS S15C,Not specified,440.0,340.0,12.0,170.0,206000,80000,0.3,7860
JIS,JIS S22C,Not specified,420.0,250.0,22.0,170.0,206000,80000,0.3,7860
JIS,JIS S25C,Not specified,480.0,300.0,21.0,170.0,206000,80000,0.3,7860
JIS,JIS S30C,Not specified,540.0,340.0,20.0,170.0,206000,80000,0.3,7860
JIS,JIS S35C,Not specified,600.0,370.0,19.0,170.0,206000,80000,0.3,7860
JIS,JIS S40C,Not specified,630.0,400.0,18.0,170.0,206000,80000,0.3,7860
JIS,JIS S45C,Not specified,650.0,430.0,16.0,170.0,206000,80000,0.3,7860
JIS,JIS S50C,Not specified,700.0,460.0,15.0,170.0,206000,80000,0.3,7860
JIS,JIS S55C,Not specified,750.0,500.0,14.0,170.0,206000,80000,0.3,7860
JIS,JIS S58C,Not specified,780.0,510.0,13.0,170.0,206000,80000,0.3,7860
JIS,JIS SMn433,Not specified,700.0,490.0,15.0,170.0,206000,80000,0.3,7860
JIS,JIS SCr430,Not specified,770.0,570.0,14.0,170.0,206000,80000,0.3,7860
JIS,JIS SCr435,Not specified,800.0,600.0,13.0,170.0,206000,80000,0.3,7860
JIS,JIS SCr440,Not specified,880.0,640.0,12.0,170.0,206000,80000,0.3,7860
JIS,JIS SMnC420,Not specified,980.0,680.0,8.0,170.0,206000,80000,0.3,7860
JIS,JIS SUP9,heat treated,1226.0,1079.0,9.0,170.0,206000,80000,0.3,7860
JIS,JIS SCM430,Not specified,830.0,630.0,13.0,170.0,206000,80000,0.3,7860
JIS,JIS SCM435,Not specified,880.0,660.0,12.0,170.0,206000,80000,0.3,7860
JIS,JIS SCM440,Not specified,930.0,735.0,11.0,170.0,206000,80000,0.3,7860
JIS,JIS SCM445,Not specified,860.0,680.0,12.0,170.0,206000,80000,0.3,7860
JIS,JIS SUP10,Not specified,1226.0,1079.0,10.0,170.0,206000,80000,0.3,7860
JIS,JIS SNC815,Not specified,930.0,680.0,10.0,170.0,206000,80000,0.3,7860
JIS,JIS SNCM815,Not specified,1100.0,800.0,9.0,170.0,206000,80000,0.3,7860
JIS,JIS SNCM447,Not specified,1100.0,900.0,10.0,170.0,206000,80000,0.3,7860
JIS,JIS SNCM630,Not specified,1200.0,1000.0,9.0,170.0,206000,80000,0.3,7860
JIS,JIS SUS403,Not specified,588.0,392.0,25.0,170.0,206000,80000,0.3,7860
JIS,JIS SUS405,Not specified,412.0,177.0,20.0,170.0,206000,80000,0.3,7860
JIS,JIS SUS410,Not specified,539.0,343.0,25.0,170.0,206000,80000,0.3,7860
JIS,JIS SUS420J1,Not specified,637.0,441.0,20.0,170.0,206000,80000,0.3,7860
JIS,JIS SUS420J2,Not specified,735.0,539.0,12.0,170.0,206000,80000,0.3,7860
JIS,JIS SUS430,Not specified,430.0,205.0,22.0,170.0,206000,80000,0.3,7860
JIS,JIS SUS431,Not specified,785.0,588.0,15.0,170.0,206000,80000,0.3,7860
JIS,JIS SUS304,Not specified,520.0,205.0,40.0,170.0,206000,80000,0.3,7860
JIS,JIS SUS303,Not specified,520.0,205.0,40.0,170.0,206000,80000,0.3,7860
JIS,JIS SUS316,Not specified,520.0,205.0,40.0,170.0,206000,80000,0.3,7860
JIS,JIS SUS316L,Not specified,480.0,175.0,40.0,170.0,206000,80000,0.3,7860
JIS,JIS SUS321,Not specified,520.0,205.0,40.0,170.0,206000,80000,0.3,7860
JIS,JIS SUS304L,Not specified,480.0,175.0,40.0,170.0,206000,80000,0.3,7860
JIS,JIS SUS3093,Not specified,520.0,205.0,40.0,170.0,206000,80000,0.3,7860
JIS,JIS SUH1,Not specified,930.0,685.0,15.0,170.0,206000,80000,0.3,7860
JIS,JIS SUH330,Not specified,560.0,205.0,40.0,170.0,206000,80000,0.3,7860
JIS,JIS SUH310,Not specified,590.0,205.0,40.0,170.0,206000,80000,0.3,7860
JIS,JIS SUH35,Not specified,880.0,560.0,8.0,170.0,206000,80000,0.3,7860
JIS,Grey cast iron,Not specified,150.0,150.0,16.0,170.0,85000,34000,0.25,7160
JIS,Grey cast iron,Not specified,200.0,200.0,16.0,170.0,85000,34000,0.25,7160
JIS,Grey cast iron,Not specified,250.0,250.0,16.0,170.0,85000,34000,0.25,7160
JIS,Grey cast iron,Not specified,300.0,300.0,16.0,170.0,85000,34000,0.25,7160
JIS,Grey cast iron,Not specified,350.0,350.0,16.0,170.0,85000,34000,0.25,7160
JIS,Nodular cast iron,Not specified,500.0,320.0,5.0,170.0,169000,70000,0.2,7160
JIS,Nodular cast iron,Not specified,600.0,370.0,5.0,170.0,169000,70000,0.2,7160
JIS,Nodular cast iron,Not specified,700.0,420.0,5.0,170.0,169000,70000,0.2,7160
JIS,Nodular cast iron,Not specified,800.0,480.0,5.0,170.0,169000,70000,0.2,7160
JIS,Malleable cast iron,Not specified,400.0,180.0,4.0,170.0,160000,64000,0.27,7160
JIS,Malleable cast iron,Not specified,500.0,260.0,4.0,170.0,160000,64000,0.27,7160
